#p01    #fam01  #n01    #color01
17537   29      584     7
17633   29      587     8
17651   29      588     1
17809   29      593     2
17833   29      594     3
17843   29      594     4
17917   29      597     5
17927   29      597     6
18053   29      601     7
18139   29      604     8
18221   29      607     1
18241   29      608     2
18263   29      608     3
18317   29      610     4
18343   29      611     5
18469   29      615     6
18473   29      615     7
18607   29      620     8
18683   29      622     1
18707   29      623     2
18791   29      626     3
18799   29      626     4
18853   29      628     5
18893   29      629     6
19097   29      636     7
19103   29      636     8
19111   29      637     1
19129   29      637     2
19297   29      643     3
19313   29      643     4
19361   29      645     5
19363   29      645     6
19459   29      648     7
19487   29      649     8
19523   29      650     1
19733   29      657     2
19789   29      659     3
19873   29      662     4
19877   29      662     5
19931   29      664     6
19943   29      664     7
19981   29      666     8
19987   29      666     1
20119   29      670     2
20153   29      671     3
20267   29      675     4
20363   29      678     5
20383   29      679     6
20449   29      681     7
20501   29      683     8
20573   29      685     1
20657   29      688     2
20677   29      689     3
20779   29      692     4
20783   29      692     5
20851   29      695     6
20893   29      696     7
20993   29      699     8
21047   29      701     1
21071   29      702     2
21109   29      703     3
21203   29      706     4
21367   29      712     5
21403   29      713     6
21413   29      713     7
21437   29      714     8
21439   29      714     1
21623   29      720     2
21641   29      721     3
21721   29      724     4
21769   29      725     5
21827   29      727     6
21833   29      727     7
21913   29      730     8
22043   29      734     1
22057   29      735     2
22099   29      736     3
22211   29      740     4
22217   29      740     5
22253   29      741     6
22423   29      747     7
22429   29      747     8
22463   29      748     1
22591   29      753     2
22607   29      753     3
22673   29      755     4
22747   29      758     5
22759   29      758     6
22781   29      759     7
22883   29      762     8
22933   29      764     1
22997   29      766     2
23089   29      769     3
23093   29      769     4
23303   29      776     5
23351   29      778     6
23387   29      779     7
23419   29      780     8
23437   29      781     1
23443   29      781     2
23461   29      782     3
23513   29      783     4
23723   29      790     5
23749   29      791     6
23777   29      792     7
23921   29      797     8
23933   29      797     1
23953   29      798     2
24079   29      802     3
24127   29      804     4
24143   29      804     5
24167   29      805     6
24331   29      811     7
24353   29      811     8
24409   29      813     1
24463   29      815     2
24491   29      816     3
24557   29      818     4
24563   29      818     5
24739   29      824     6
24773   29      825     7
24817   29      827     8
24947   29      831     1
24973   29      832     2
24983   29      832     3
25061   29      835     4
25069   29      835     5
25193   29      839     6
25201   29      840     7
25337   29      844     8
25399   29      846     1
25403   29      846     2
25483   29      849     3
25507   29      850     4
25613   29      853     5
25631   29      854     6
25727   29      857     7
25729   29      857     8
25823   29      860     1
25993   29      866     2
26033   29      867     3
26059   29      868     4
26071   29      869     5
26117   29      870     6
26197   29      873     7
26201   29      873     8
26243   29      874     1
26389   29      879     2
26453   29      881     3
26503   29      883     4
26507   29      883     5
26663   29      888     6
26719   29      890     7
26771   29      892     8
26873   29      895     1
26887   29      896     2
26897   29      896     3
26941   29      898     4
27013   29      900     5
27049   29      901     6
27083   29      902     7
27287   29      909     8
27293   29      909     1
27341   29      911     2
27379   29      912     3
27503   29      916     4
27523   29      917     5
27577   29      919     6
27677   29      922     7
27709   29      923     8
27713   29      923     1
27811   29      927     2
27911   29      930     3
27923   29      930     4
28033   29      934     5
28039   29      934     6
28067   29      935     7
28133   29      937     8
28267   29      942     1
28343   29      944     2
28369   29      945     3
28457   29      948     4
28481   29      949     5
28543   29      951     6
28553   29      951     7
28681   29      956     8
28699   29      956     1
28763   29      958     2
28847   29      961     3
28957   29      965     4
28973   29      965     5
29029   29      967     6
29051   29      968     7
29053   29      968     8
29183   29      972     1
29237   29      974     2
29359   29      978     3
29393   29      979     4
29551   29      985     5
29563   29      985     6
29603   29      986     7
29621   29      987     8
29627   29      987     1
29647   29      988     2
29689   29      989     3
29813   29      993     4
30017   29      1000    5
30019   29      1000    6
30023   29      1000    7
30073   29      1002    8
30191   29      1006    1
30233   29      1007    2
30337   29      1011    3
30349   29      1011    4
30407   29      1013    5
30421   29      1014    6
30443   29      1014    7
30583   29      1019    8
30653   29      1021    1
30679   29      1022    2
30761   29      1025    3
30797   29      1026    4
30863   29      1028    5
31009   29      1033    6
31027   29      1034    7
31073   29      1035    8
31093   29      1036    1
31187   29      1039    2
31283   29      1042    3
31291   29      1043    4
31331   29      1044    5
31339   29      1044    6
31493   29      1049    7
31577   29      1052    8
31603   29      1053    1
31669   29      1055    2
31703   29      1056    3
31717   29      1057    4
31901   29      1063    5
31913   29      1063    6
31967   29      1065    7
31999   29      1066    8
32113   29      1070    1
32123   29      1070    2
32161   29      1072    3
32329   29      1077    4
32333   29      1077    5
32357   29      1078    6
32407   29      1080    7
32471   29      1082    8
32543   29      1084    1
32623   29      1087    2
32659   29      1088    3
32747   29      1091    4
32753   29      1091    5
32963   29      1098    6
32989   29      1099    7
33031   29      1101    8
33041   29      1101    1
33097   29      1103    2
33133   29      1104    3
33137   29      1104    4
33173   29      1105    5
33319   29      1110    6
33383   29      1112    7
33527   29      1117    8
33593   29      1119    1
33611   29      1120    2
33643   29      1121    3
33649   29      1121    4
